Date,New visitors SEO,New visitors CPC,New visitors Social Media,Return visitors,Twitter mentions,Twitter follower adds,Twitter followers cumulative,Mailing list adds ,Mailing list cumulative,Website Pageviews,Website Visits,Website Unique Visits,Mobile uniques,Tablet uniques,Desktop uniques,Free sign up,Paid conversion,Events
8/8/2015,16689,3221,3514,5856,3,2,1592,11,4213,351353,58559,29279,3806,4978,20496,40991,5739,
8/9/2015,9560,1845,2013,3355,7,4,1596,5,4218,352228,50318,16773,2180,2851,11741,28514,3992,
8/10/2015,28753,5549,6053,10089,8,1,1597,9,4227,353104,50443,50443,6558,8575,35310,60532,7869,
8/11/2015,16814,3245,3540,5900,2,7,1604,7,4234,353979,88495,29498,3835,5015,20649,58996,8260,
8/12/2015,33711,6506,7097,11828,4,8,1612,7,4241,354854,59142,59142,7689,10054,41400,112370,14608,
8/13/2015,67589,13043,14229,23715,8,4,1616,10,4251,355729,118576,118576,15415,20158,83003,201580,32253,
8/14/2015,16939,3269,3566,5943,4,0,1616,11,4262,356604,89151,29717,3863,5052,20802,38632,5022,
8/15/2015,50941,9831,10724,17874,5,7,1623,6,4268,357479,89370,89370,11618,15193,62559,116181,19751,
8/16/2015,11348,2190,2389,3982,5,3,1626,8,4276,358355,59726,19909,2588,3384,13936,35835,5734,
8/17/2015,29252,5645,6158,10264,4,0,1626,9,4285,359230,51319,51319,6671,8724,35923,66714,10007,
8/18/2015,17105,3301,3601,6002,3,2,1628,11,4296,360105,120035,30009,3901,5101,21006,51015,8673,
8/19/2015,25720,4963,5415,9025,7,3,1631,11,4307,360980,90245,45123,5866,7671,31586,63172,10739,
8/20/2015,17188,3317,3619,6031,7,1,1632,8,4315,361855,60309,30155,3920,5126,21108,60309,7840,
8/21/2015,25845,4988,5441,9068,2,7,1639,6,4321,362730,90683,45341,5894,7708,31739,72546,10882,
8/22/2015,11514,2222,2424,4040,6,0,1639,6,4327,363606,60601,20200,2626,3434,14140,36361,6181,
8/23/2015,25969,5012,5467,9112,7,8,1647,11,4338,364481,91120,45560,5923,7745,31892,63784,10205,
8/24/2015,34709,6698,7307,12179,6,7,1654,4,4342,365356,121785,60893,7916,10352,42625,73071,10230,
8/25/2015,20875,4029,4395,7325,2,1,1655,5,4347,366231,73246,36623,4761,6226,25636,65922,8570,
8/26/2015,29893,5769,6293,10489,2,6,1661,5,4352,367106,52444,52444,6818,8915,36711,83910,14265,
8/27/2015,23305,4498,4906,8177,5,1,1662,12,4364,367982,122661,40887,5315,6951,28621,73596,12511,
8/28/2015,7509,1449,1581,2635,4,6,1668,12,4376,368857,52694,13173,1713,2239,9221,26347,3689,
8/29/2015,42149,8134,8874,14789,3,2,1670,8,4384,369732,73946,73946,9613,12571,51762,147893,20705,
8/30/2015,42249,8153,8895,14824,5,2,1672,8,4392,370607,74121,74121,9636,12601,51885,103770,17641,
8/31/2015,35291,6811,7430,12383,3,5,1677,9,4401,371482,61914,61914,8049,10525,43340,80488,12878,
9/1/2015,10107,1950,2128,3546,6,2,1679,7,4408,372357,53194,17731,2305,3014,12412,23051,3227,
9/2/2015,17729,3421,3732,6221,2,5,1684,7,4415,373233,124411,31103,4043,5287,21772,52875,7931,
9/3/2015,26655,5144,5612,9353,3,4,1688,12,4427,374108,93527,46763,6079,7950,32734,93527,14029,
9/4/2015,17812,3437,3750,6250,5,2,1690,7,4434,374983,62497,31249,4062,5312,21874,53123,7968,
9/5/2015,53560,10336,11276,18793,5,0,1690,10,4444,375858,93965,93965,12215,15974,65775,178533,30351,
9/6/2015,42948,8288,9042,15069,5,4,1694,9,4453,376733,75347,75347,9795,12809,52743,120555,15672,
9/7/2015,35873,6923,7552,12587,6,5,1699,9,4462,377608,125869,62935,8182,10699,44054,88109,12335,
9/8/2015,71912,13878,15139,25232,8,2,1701,5,4467,378484,126161,126161,16401,21447,88313,239706,40750,
9/9/2015,18020,3477,3794,6323,7,8,1709,7,4474,379359,94840,31613,4110,5374,22129,47420,8061,
9/10/2015,14938,2716,2716,6790,8,3,1712,7,4481,380234,54319,27160,5432,4346,17382,32591,9126,Tech news features
9/11/2015,11679,2123,2123,5308,5,10,1722,15,4496,382212,63702,21234,4247,3397,13590,29728,6540,Tech news features
9/12/2015,11739,2134,2134,5336,5,5,1727,13,4509,384189,64032,21344,4269,3415,13660,25613,6403,Tech news features
9/13/2015,15171,2758,2758,6896,3,10,1737,7,4516,386167,55167,27583,5517,4413,17653,38617,10813,Tech news features
9/14/2015,17790,3235,3235,8086,4,3,1740,6,4522,388145,64691,32345,6469,5175,20701,48518,12615,Tech news features
9/15/2015,11920,2167,2167,5418,7,4,1744,13,4535,390123,65020,21673,4335,3468,13871,28176,7326,Tech news features
9/16/2015,8986,1634,1634,4084,3,9,1753,8,4543,392100,49013,16338,3268,2614,10456,19605,4313,Tech news features
9/17/2015,13546,2463,2463,6157,7,5,1758,15,4558,394078,49260,24630,4926,3941,15763,39408,9852,Tech news features
9/18/2015,9076,1650,1650,4126,7,6,1764,13,4571,396056,49507,16502,3300,2640,10561,28054,6733,Tech news features
9/19/2015,9122,1658,1658,4146,9,9,1773,10,4581,398033,49754,16585,3317,2654,10614,19902,5373,
9/20/2015,15715,2857,2857,7143,8,8,1781,9,4590,400011,57144,28572,5714,4572,18286,51430,11829,
9/21/2015,10528,1914,1914,4786,8,3,1784,10,4600,401989,57427,19142,3828,3063,12251,30628,8269,
9/22/2015,12343,2244,2244,5611,9,3,1787,14,4614,403966,67328,22443,4489,3591,14363,38152,10301,
9/23/2015,15948,2900,2900,7249,5,4,1791,9,4623,405944,57992,28996,5799,4639,18557,52193,13048,
9/24/2015,10684,1942,1942,4856,4,4,1795,11,4634,407922,58275,19425,3885,3108,12432,34965,8042,
9/25/2015,10735,1952,1952,4880,4,8,1803,15,4649,409900,58557,19519,3904,3123,12492,29279,8198,
9/26/2015,14158,2574,2574,6436,5,9,1812,13,4662,411877,51485,25742,5148,4119,16475,43762,9628,
9/27/2015,18968,3449,3449,8622,3,5,1817,7,4669,413855,68976,34488,6898,5518,22072,55181,12140,
9/28/2015,14294,2599,2599,6497,10,3,1820,8,4677,415833,51979,25990,5198,4158,16633,41583,11643,
9/29/2015,12766,2321,2321,5803,5,5,1825,8,4685,417810,69635,23212,4642,3714,14855,34818,7660,
9/30/2015,10994,1999,1999,4997,4,9,1834,8,4693,419788,59970,19990,3998,3198,12794,33983,7476,
10/1/2015,19331,3515,3515,8787,5,8,1842,13,4706,421766,70294,35147,7029,5624,22494,52721,14235,
10/2/2015,16647,3027,3027,7567,8,9,1851,8,4714,423744,60535,30267,6053,4843,19371,36321,7991,
10/3/2015,16725,3041,3041,7602,10,10,1861,11,4725,425721,60817,30409,6082,4865,19462,54736,14779,
10/4/2015,11202,2037,2037,5092,9,5,1866,6,4731,427699,61100,20367,4073,3259,13035,36660,9898,
10/5/2015,13129,2387,2387,5968,9,8,1874,10,4741,429677,71613,23871,4774,3819,15277,38193,10312,
10/6/2015,13189,2398,2398,5995,9,8,1882,14,4755,431654,71942,23981,4796,3837,15348,43165,9065,
10/7/2015,17036,3097,3097,7743,9,9,1891,6,4761,433632,61947,30974,6195,4956,19823,37168,8177,
10/8/2015,11409,2074,2074,5186,4,4,1895,8,4769,435610,62230,20743,4149,3319,13276,24892,6721,
10/9/2015,11461,2084,2084,5209,7,5,1900,7,4776,437587,62512,20837,4167,3334,13336,27089,6772,
10/10/2015,20147,3663,3663,9158,10,10,1910,6,4782,439565,73261,36630,7326,5861,23443,43957,10550,
10/11/2015,11564,2103,2103,5256,7,3,1913,6,4788,441543,63078,21026,4205,3364,13457,29436,7065,
10/12/2015,11616,2112,2112,5280,6,4,1917,8,4796,443521,63360,21120,4224,3379,13517,31680,6970,
10/13/2015,10209,1856,1856,4641,10,9,1926,9,4805,445498,55687,18562,3712,2970,11880,24131,6515,
10/14/2015,13673,2486,2486,6215,10,5,1931,10,4815,447476,74579,24860,4972,3978,15910,42262,10988,
10/15/2015,15450,2809,2809,7023,10,9,1940,9,4824,449454,56182,28091,5618,4495,17978,50564,11630,
10/16/2015,15518,2821,2821,7054,5,7,1947,9,4833,451431,56429,28214,5643,4514,18057,45143,12640,
10/17/2015,11875,2159,2159,5398,9,7,1954,15,4848,453409,64773,21591,4318,3455,13818,28068,7859,
10/18/2015,15654,2846,2846,7115,10,10,1964,6,4854,455387,56923,28462,5692,4554,18215,45539,11385,
10/19/2015,13975,2541,2541,6352,9,4,1968,14,4868,457365,76227,25409,5082,4065,16262,40655,10977,
10/20/2015,12030,2187,2187,5468,3,10,1978,14,4882,459342,65620,21873,4375,3500,13999,34998,9799,
10/21/2015,12082,2197,2197,5492,5,4,1982,11,4893,461320,65903,21968,4394,3515,14059,37345,9710,
10/22/2015,12134,2206,2206,5515,5,7,1989,8,4901,463298,66185,22062,4412,3530,14120,39711,10722,
10/23/2015,12186,2216,2216,5539,6,3,1992,9,4910,465275,66468,22156,4431,3545,14180,39881,9571,
10/24/2015,10708,1947,1947,4867,6,10,2002,8,4918,467253,58407,19469,3894,3115,12460,25310,6834,
10/25/2015,18434,3352,3352,8379,10,7,2009,11,4929,469231,67033,33516,6703,5363,21451,60330,13876,
10/26/2015,18512,3366,3366,8414,7,3,2012,6,4935,471208,67315,33658,6732,5385,21541,57218,12588,
10/27/2015,16266,2957,2957,7394,8,6,2018,6,4941,473186,59148,29574,5915,4732,18927,38446,8843,
10/28/2015,16334,2970,2970,7424,5,8,2026,7,4948,475164,59395,29698,5940,4752,19007,44547,11137,
10/29/2015,21869,3976,3976,9940,4,10,2036,7,4955,477142,79524,39762,7952,6362,25448,71571,17893,
10/30/2015,14640,2662,2662,6654,9,8,2044,14,4969,479119,79853,26618,5324,4259,17035,39927,10780,
10/31/2015,11025,2005,2005,5011,3,6,2050,13,4982,481097,60137,20046,4009,3207,12829,36082,7938,
11/1/2015,12652,2300,2300,5751,9,4,2054,11,4993,483075,69011,23004,4601,3681,14722,36806,8833,
11/2/2015,12704,2310,2310,5774,5,3,2057,12,5005,485052,69293,23098,4620,3696,14783,34647,7276,
11/3/2015,22322,4059,4059,10146,7,10,2067,15,5020,487030,81172,40586,8117,6494,25975,68996,16559,
11/4/2015,22413,4075,4075,10188,8,8,2075,8,5028,489008,81501,40751,8150,6520,26080,52976,11655,
11/5/2015,22504,4092,4092,10229,3,4,2079,8,5036,490986,81831,40915,8183,6546,26186,73648,20621,
11/6/2015,22594,4108,4108,10270,7,4,2083,11,5047,492963,82161,41080,8216,6573,26291,65728,16432,
11/7/2015,11342,2062,2062,5156,3,4,2087,8,5055,494941,61868,20623,4125,3300,13198,32996,8579,
11/8/2015,11388,2070,2070,5176,3,4,2091,12,5067,496919,62115,20705,4141,3313,13251,33128,7288,
11/9/2015,19600,3564,3564,8909,10,10,2101,15,5082,498896,71271,35635,7127,5702,22807,46326,10192,
11/10/2015,19677,3578,3578,8944,3,6,2107,9,5091,500874,71553,35777,7155,5724,22897,60820,15813,
11/11/2015,17286,3143,3143,7857,5,9,2116,13,5104,502852,62856,31428,6286,5029,20114,50285,14080,
11/12/2015,19833,3606,3606,9015,4,5,2121,6,5110,504829,72118,36059,7212,5769,23078,61301,15938,
11/13/2015,19910,3620,3620,9050,3,8,2129,15,5125,506807,72401,36201,7240,5792,23168,50681,13684,
11/14/2015,19988,3634,3634,9085,9,3,2132,13,5138,508785,72684,36342,7268,5815,23259,43610,9594,
11/15/2015,17557,3192,3192,7981,10,3,2135,9,5147,510763,63845,31923,6385,5108,20431,57461,14940,
11/16/2015,11750,2136,2136,5341,3,5,2140,15,5162,512740,64093,21364,4273,3418,13673,27773,6388,
11/17/2015,15727,2860,2860,7149,7,7,2147,6,5168,514718,85786,28595,5719,4575,18301,40034,10008,
11/18/2015,20299,3691,3691,9227,9,5,2152,11,5179,516696,73814,36907,7381,5905,23620,47979,12475,
11/19/2015,17829,3242,3242,8104,10,3,2155,13,5192,518673,64834,32417,6483,5187,20747,45384,12707,
11/20/2015,23863,4339,4339,10847,8,9,2164,6,5198,520651,86775,43388,8678,6942,27768,78098,18743,
11/21/2015,23954,4355,4355,10888,9,4,2168,13,5211,522629,87105,43552,8710,6968,27874,65329,14372,
11/22/2015,24044,4372,4372,10929,5,7,2175,7,5218,524607,87434,43717,8743,6995,27979,69948,17487,
11/23/2015,13791,2508,2508,6269,3,6,2181,10,5228,526584,75226,25075,5015,4012,16048,35106,9479,
11/24/2015,18169,3304,3304,8259,7,7,2188,15,5243,528562,66070,33035,6607,5286,21142,49553,12388,
11/25/2015,20843,3790,3790,9474,9,6,2194,10,5253,530540,75791,37896,7579,6063,24253,45475,10914,
11/26/2015,13947,2536,2536,6339,5,7,2201,8,5261,532517,76074,25358,5072,4057,16229,35501,7810,
11/27/2015,13999,2545,2545,6363,3,6,2207,10,5271,534495,76356,25452,5090,4072,16289,40723,9774,
11/28/2015,24588,4471,4471,11177,4,9,2216,7,5278,536473,89412,44706,8941,7153,28612,67059,16765,
11/29/2015,21153,3846,3846,9615,7,10,2226,14,5292,538451,76922,38461,7692,6154,24615,57691,16154,
11/30/2015,24770,4504,4504,11259,8,7,2233,14,5306,540428,90071,45036,9007,7206,28823,76561,17609,
12/1/2015,24860,4520,4520,11300,10,9,2242,10,5316,542406,90401,45200,9040,7232,28928,63281,13289,
12/2/2015,18713,3402,3402,8506,8,3,2245,6,5322,544384,68048,34024,6805,5444,21775,40829,10615,
12/3/2015,16694,3035,3035,7588,8,9,2254,7,5329,546361,91060,30353,6071,4857,19426,36424,8742,
12/4/2015,14361,2611,2611,6528,6,4,2258,12,5341,548339,78334,26111,5222,4178,16711,33945,9165,
12/5/2015,21620,3931,3931,9827,4,10,2268,14,5355,550317,78617,39308,7862,6289,25157,55032,13758,
12/6/2015,12657,2301,2301,5753,4,7,2275,15,5370,552294,69037,23012,4602,3682,14728,34518,8284,
12/7/2015,16936,3079,3079,7698,4,5,2280,14,5384,554272,92379,30793,6159,4927,19707,36951,8499,
12/8/2015,19121,3477,3477,8691,10,8,2288,15,5399,556250,69531,34766,6953,5562,22250,62578,15645,
12/9/2015,17057,3101,3101,7753,7,9,2297,13,5412,558228,93038,31013,6203,4962,19848,46519,10699,
12/10/2015,14672,2668,2668,6669,10,10,2307,7,5419,560205,80029,26676,5335,4268,17073,45350,11337,
12/11/2015,17178,3123,3123,7808,8,4,2311,7,5426,562183,93697,31232,6246,4997,19989,37479,9370,
12/12/2015,22163,4030,4030,10074,7,3,2314,9,5435,564161,80594,40297,8059,6448,25790,68505,16441,
12/13/2015,14827,2696,2696,6740,10,7,2321,10,5445,566138,80877,26959,5392,4313,17254,43134,9058,
12/14/2015,19529,3551,3551,8877,5,3,2324,9,5454,568116,71015,35507,7101,5681,22725,49710,11930,
12/15/2015,19597,3563,3563,8908,5,3,2327,14,5468,570094,71262,35631,7126,5701,22804,49883,12471,
12/16/2015,17480,3178,3178,7945,9,6,2333,10,5478,572072,95345,31782,6356,5085,20340,54029,12427,
12/17/2015,26311,4784,4784,11959,6,9,2342,8,5486,574049,95675,47837,9567,7654,30616,66972,16073,
12/18/2015,26401,4800,4800,12001,4,5,2347,10,5496,576027,96004,48002,9600,7680,30721,57603,14977,
12/19/2015,15138,2752,2752,6881,4,10,2357,6,5502,578005,82572,27524,5505,4404,17615,35781,8587,
12/20/2015,17722,3222,3222,8055,8,7,2364,12,5514,579982,96664,32221,6444,5155,20622,54776,13146,
12/21/2015,15242,2771,2771,6928,5,9,2373,14,5528,581960,83137,27712,5542,4434,17736,47111,11778,
12/22/2015,26764,4866,4866,12165,7,4,2377,11,5539,583938,97323,48661,9732,7786,31143,63260,17080,
12/23/2015,23018,4185,4185,10463,7,5,2382,10,5549,585915,83702,41851,8370,6696,26785,71147,16364,
12/24/2015,13473,2450,2450,6124,5,7,2389,14,5563,587893,73487,24496,4899,3919,15677,29395,7643,
12/25/2015,23173,4213,4213,10533,6,7,2396,6,5569,589871,84267,42134,8427,6741,26966,67414,18202,
12/26/2015,20345,3699,3699,9248,3,7,2403,15,5584,591849,73981,36991,7398,5918,23674,51787,13982,
12/27/2015,15553,2828,2828,7069,6,4,2407,10,5594,593826,84832,28277,5655,4524,18098,50899,11707,
12/28/2015,23407,4256,4256,10639,6,7,2414,6,5600,595804,85115,42557,8511,6809,27237,72348,15193,
12/29/2015,23484,4270,4270,10675,6,5,2419,8,5608,597782,85397,42699,8540,6832,27327,64048,17293,
12/30/2015,23562,4284,4284,10710,7,8,2427,10,5618,599759,85680,42840,8568,6854,27418,55692,13923,
12/31/2015,15760,2865,2865,7164,7,7,2434,11,5629,601737,85962,28654,5731,4585,18339,40116,8424,
1/1/2016,23717,4312,4312,10781,9,8,2442,12,5641,603715,86245,43122,8624,6900,27598,51747,11902,
1/2/2016,23795,4326,4326,10816,6,9,2451,10,5651,605693,86528,43264,8653,6922,27689,73548,19123,
1/3/2016,27852,5064,5064,12660,7,10,2461,9,5660,607670,101278,50639,10128,8102,32409,91151,19142,
1/4/2016,18628,3387,3387,8467,4,3,2464,10,5670,609648,101608,33869,6774,5419,21676,40643,10567,
1/5/2016,24028,4369,4369,10922,9,3,2467,9,5679,611626,87375,43688,8738,6990,27960,52425,12058,
1/6/2016,18749,3409,3409,8522,3,3,2470,6,5685,613603,102267,34089,6818,5454,21817,54543,11454,
1/7/2016,18809,3420,3420,8550,3,6,2476,15,5700,615581,102597,34199,6840,5472,21887,41039,9849,
1/8/2016,24261,4411,4411,11028,8,6,2482,9,5709,617559,88223,44111,8822,7058,28231,79400,16674,
1/9/2016,18930,3442,3442,8605,3,4,2486,10,5719,619536,103256,34419,6884,5507,22028,55070,14869,
1/10/2016,21365,3884,3884,9711,6,3,2489,12,5731,621514,77689,38845,7769,6215,24861,54382,13596,
1/11/2016,19051,3464,3464,8660,5,4,2493,11,5742,623492,103915,34638,6928,5542,22169,62349,16834,
1/12/2016,28667,5212,5212,13031,8,4,2497,12,5754,625470,104245,52122,10424,8340,33358,62547,13760,
1/13/2016,28758,5229,5229,13072,10,4,2501,14,5768,627447,104575,52287,10457,8366,33464,94117,19765,
1/14/2016,28849,4721,4721,14162,4,8,2509,15,5783,629425,104904,52452,11539,7868,33045,89169,16050,New mobile site promo
1/15/2016,16513,2702,2702,8106,0,7,2516,10,5793,630486,90069,30023,6605,4503,18915,45035,8106,New mobile site promo
1/16/2016,19297,3158,3158,9473,6,9,2525,12,5805,631547,105258,35086,7719,5263,22104,52629,8947,New mobile site promo
1/17/2016,14497,2372,2372,7117,7,11,2536,11,5816,632608,79076,26359,5799,3954,16606,42174,6748,New mobile site promo
1/18/2016,24894,4074,4074,12221,7,11,2547,14,5830,633670,90524,45262,9958,6789,28515,76946,11542,New mobile site promo
1/19/2016,49872,8161,8161,24482,8,7,2554,14,5844,634731,90676,90676,19949,13601,57126,154149,26205,New mobile site promo
1/20/2016,43711,7153,7153,21458,5,8,2562,13,5857,635792,79474,79474,17484,11921,50069,135106,24319,New mobile site promo
1/21/2016,16679,2729,2729,8188,8,11,2573,13,5870,636853,90979,30326,6672,4549,19106,48522,8249,New mobile site promo
1/22/2016,25061,4101,4101,12303,5,12,2585,8,5878,637914,91131,45565,10024,6835,28706,68348,10936,New mobile site promo
1/23/2016,25103,4108,4108,12323,5,8,2593,12,5890,638975,91282,45641,10041,6846,28754,73026,11684,New mobile site promo
1/24/2016,50289,8229,8229,24687,8,11,2604,16,5906,640037,91434,91434,20115,13715,57603,137151,21944,New mobile site promo
1/25/2016,14692,2404,2404,7212,2,11,2615,10,5916,641098,80137,26712,5877,4007,16829,48082,7693,New mobile site promo
1/26/2016,14716,2408,2408,7224,2,5,2620,14,5930,642159,80270,26757,5886,4013,16857,48162,7706,New mobile site promo
1/27/2016,50539,8270,8270,24810,4,5,2625,13,5943,643220,91889,91889,20215,13783,57890,156211,28118,New mobile site promo
1/28/2016,16874,2761,2761,8284,5,7,2632,8,5951,644281,92040,30680,6750,4602,19328,46020,6903,New mobile site promo
1/29/2016,14789,2420,2420,7260,2,8,2640,8,5959,645342,80668,26889,5916,4033,16940,45712,6857,New mobile site promo
1/30/2016,14813,2424,2424,7272,3,8,2648,10,5969,646404,80800,26933,5925,4040,16968,45787,7326,New mobile site promo
1/31/2016,22257,3642,3642,10926,0,5,2653,15,5984,647465,80933,40467,8903,6070,25494,72840,10926,New mobile site promo
2/1/2016,14862,2432,2432,7296,4,6,2659,17,6001,648526,81066,27022,5945,4053,17024,48639,8755,New mobile site promo
2/2/2016,17013,2784,2784,8352,8,5,2664,20,6021,649587,92798,30933,6805,4640,19488,49492,7424,New mobile site promo
2/3/2016,51122,8365,8365,25096,7,10,2674,17,6038,650648,92950,92950,20449,13942,58558,148720,26770,New mobile site promo
2/4/2016,44805,7332,7332,21995,3,7,2681,8,6046,651709,81464,81464,17922,12220,51322,138488,24928,New mobile site promo
2/5/2016,17096,2798,2798,8393,1,12,2693,9,6055,652771,93253,31084,6839,4663,19583,52843,7926,New mobile site promo
2/6/2016,44951,7356,7356,22067,3,12,2705,8,6063,653832,81729,81729,17980,12259,51489,130766,19615,New mobile site promo
2/7/2016,60032,9823,9823,29470,8,6,2711,17,6080,654893,109149,109149,24013,16372,68764,196468,35364,New mobile site promo
2/8/2016,15032,2460,2460,7379,5,7,2718,20,6100,655954,81994,27331,6013,4100,17219,49197,7871,New mobile site promo
2/9/2016,25811,4224,4224,12671,1,12,2730,16,6116,657015,93859,46930,10325,7039,29566,79780,14360,New mobile site promo
2/10/2016,22621,3702,3702,11105,7,11,2741,14,6130,658076,82260,41130,9049,6169,25912,61695,10488,New mobile site promo
2/11/2016,20140,3296,3296,9887,6,11,2752,16,6146,659138,109856,36619,8056,5493,23070,65914,11864,New mobile site promo
2/12/2016,20173,3301,3301,9903,0,10,2762,13,6159,660199,110033,36678,8069,5502,23107,55017,8252,New mobile site promo
2/13/2016,25978,4251,4251,12753,4,12,2774,18,6177,661260,94466,47233,10391,7085,29757,80296,12847,New mobile site promo
2/14/2016,45535,7451,7451,22353,8,9,2783,16,6193,662321,82790,82790,18214,12419,52158,149022,23844,New mobile site promo
2/15/2016,17374,2843,2843,8529,3,12,2795,15,6208,663382,94769,31590,6950,4738,19901,53702,8055,New mobile site promo
2/16/2016,22840,3737,3737,11212,6,9,2804,15,6223,664443,83055,41528,9136,6229,26162,62292,9344,
2/17/2016,17430,2852,2852,8556,7,5,2809,20,6243,665504,95072,31691,6972,4754,19965,47536,7606,
2/18/2016,30551,4999,4999,14998,6,7,2816,19,6262,666566,111094,55547,12220,8332,34995,94430,15109,
2/19/2016,26228,4292,4292,12876,2,11,2827,8,6270,667627,95375,47688,10491,7153,30043,81069,12971,
2/20/2016,15324,2508,2508,7523,8,12,2839,20,6290,668688,83586,27862,6130,4179,17553,41793,6687,
2/21/2016,15348,2512,2512,7535,7,10,2849,11,6301,669749,83719,27906,6139,4186,17581,41859,7535,
2/22/2016,23059,3773,3773,11320,1,8,2857,15,6316,670810,83851,41926,9224,6289,26413,75466,13584,
2/23/2016,20529,3359,3359,10078,3,9,2866,10,6326,671871,111979,37326,8212,5599,23516,63455,10153,
2/24/2016,23132,3785,3785,11356,1,12,2878,9,6335,672933,84117,42058,9253,6309,26497,71499,12870,
2/25/2016,30891,5055,5055,15165,0,9,2887,20,6355,673994,112332,56166,12357,8425,35385,84249,14322,
2/26/2016,46410,7594,7594,22783,6,10,2897,18,6373,675055,84382,84382,18564,12657,53161,135011,21602,
2/27/2016,20659,3381,3381,10142,4,9,2906,20,6393,676116,112686,37562,8264,5634,23664,56343,8451,
2/28/2016,62075,10158,10158,30473,0,7,2913,14,6407,677177,112863,112863,24830,16929,71104,203153,36568,
2/29/2016,31086,5087,5087,15260,3,12,2925,9,6416,678238,113040,56520,12434,8478,35608,90432,16278,
3/1/2016,15567,2547,2547,7642,0,11,2936,8,6424,679300,84912,28304,6227,4246,17832,48117,7699,
3/2/2016,53457,8747,8747,26242,8,7,2943,17,6441,680361,97194,97194,21383,14579,61232,165230,24785,
3/3/2016,31232,5111,5111,15332,0,10,2953,13,6454,681422,113570,56785,12493,8518,35775,102213,15332,
3/4/2016,53624,8775,8775,26324,7,10,2963,10,6464,682483,97498,97498,21449,14625,61423,165746,29834,
3/5/2016,17902,2929,2929,8788,2,10,2973,19,6483,683544,97649,32550,7161,4882,20506,58590,9374,
3/6/2016,31378,5135,5135,15404,1,7,2980,11,6494,684605,114101,57050,12551,8558,35942,96986,15518,
3/7/2016,31426,5142,5142,15427,8,11,2991,18,6512,685667,114278,57139,12571,8571,35997,97136,17484,
3/8/2016,23606,3863,3863,11589,2,10,3001,18,6530,686728,85841,42920,9443,6438,27040,72965,11674,
3/9/2016,63047,10317,10317,30950,8,6,3007,9,6539,687789,114631,114631,25219,17195,72218,183410,31180,
3/10/2016,54124,8857,8857,26570,3,7,3014,17,6556,688850,98407,98407,21650,14761,61997,167292,28440,
3/11/2016,54207,8870,8870,26611,0,9,3023,20,6576,689911,98559,98559,21683,14784,62092,167550,25132,
3/12/2016,27145,4442,4442,13326,2,9,3032,8,6584,690972,98710,49355,10858,7403,31094,78968,14214,
3/13/2016,23789,3893,3893,11678,4,7,3039,13,6597,692034,86504,43252,9515,6488,27249,64878,11678,
3/14/2016,54457,8911,8911,26734,5,7,3046,17,6614,693095,99014,99014,21783,14852,62379,148520,25248,
3/15/2016,31815,5206,5206,15619,3,9,3055,11,6625,694156,115693,57846,12726,8677,36443,98339,15734,
3/16/2016,54624,8939,8939,26816,0,10,3065,11,6636,695217,99317,99317,21850,14898,62570,158907,25425,
3/17/2016,27354,4476,4476,13428,3,10,3075,16,6652,696278,99468,49734,10942,7460,31333,89521,15219,
3/18/2016,21308,3487,3487,10460,7,11,3086,18,6670,697339,116223,38741,8523,5811,24407,69734,11157,
3/19/2016,24008,3929,3929,11786,5,8,3094,19,6689,698400,87300,43650,9603,6548,27500,65475,10476,
3/20/2016,16029,2623,2623,7869,2,11,3105,10,6699,699462,87433,29144,6412,4372,18361,46631,7927,
3/21/2016,64215,10508,10508,31524,7,12,3117,12,6711,700523,116754,116754,25686,17513,73555,210157,37828,
3/22/2016,55124,9020,9020,27061,7,10,3127,15,6726,701584,100226,100226,22050,15034,63143,160362,28865,
3/23/2016,32205,5270,5270,15810,5,8,3135,18,6744,702645,117108,58554,12882,8783,36889,105397,16863,
3/24/2016,32253,5278,5278,15833,6,6,3141,12,6756,703706,117284,58642,12901,8796,36945,87963,14954,
3/25/2016,21535,3524,3524,10572,8,12,3153,13,6769,704767,117461,39154,8614,5873,24667,66561,10650,
3/26/2016,64701,10587,10587,31762,3,10,3163,17,6786,705829,117638,117638,25880,17646,74112,188221,31998,
3/27/2016,27771,4544,4544,13633,0,7,3170,20,6806,706890,100984,50492,11108,7574,31810,85837,14592,
3/28/2016,16224,2655,2655,7964,0,8,3178,13,6819,707951,88494,29498,6490,4425,18584,47197,8023,
3/29/2016,21664,3545,3545,10635,6,6,3184,20,6839,709012,118169,39390,8666,5908,24815,59084,9453,
3/30/2016,55791,9130,9130,27389,8,8,3192,12,6851,710073,101439,101439,22317,15216,63907,152159,24345,
3/31/2016,21729,3556,3556,10667,7,11,3203,12,6863,711134,118522,39507,8692,5926,24890,67163,11418,
4/1/2016,27979,4578,4578,13735,6,9,3212,12,6875,712196,101742,50871,11192,7631,32049,76307,11446,
4/2/2016,16345,2675,2675,8024,3,9,3221,12,6887,713257,89157,29719,6538,4458,18723,53494,8559,
4/3/2016,24555,4018,4018,12054,8,12,3233,19,6906,714318,89290,44645,9822,6697,28126,80361,14465,
4/4/2016,16394,2683,2683,8048,8,7,3240,14,6920,715379,89422,29807,6558,4471,18779,50673,8108,
4/5/2016,56292,9211,9211,27634,5,11,3251,20,6940,716440,102349,102349,22517,15352,64480,153523,26099,
